https://github.com/redisson/redisson,7086b16ebf91d0823d94dcfc971b546ac76b4a05,redisson.redisson
https://github.com/google/tink,571a7261c9ccb695f8a7a19bf7f93c79fc859812,google.tink
https://github.com/eclipse/che,07263f1e30089689d71b057f747a44a29283e3c4,eclipse.che
https://github.com/keycloak/keycloak,27719565ae257426e13ae012aa8adeb8d6bbe0a2,keycloak.keycloak
https://github.com/lettuce-io/lettuce-core,af1dcad1028da5b51c4296255a2bb145cb207836,lettuce-io.lettuce-core
https://github.com/ethereum/ethereumj,2009deaa915376772e46b9638b7f33cbda0820b4,ethereum.ethereumj
https://github.com/igniterealtime/Smack,f3b65f3dc8605249447c972a596c5f112f8a72d4,igniterealtime.Smack
https://github.com/apache/kylin,bffaa8a26a2d93b3aa62326484bc31a8717a7c0b,apache.kylin
https://github.com/elastic/elasticsearch-hadoop,134d4c59dc1ecc4a1896bbadfd60103839922064,elastic.elasticsearch-hadoop
https://github.com/geoserver/geoserver,445625cdad44e79c48682b0c9852e1e2586c018e,geoserver.geoserver
https://github.com/JetBrains/intellij-plugins,3950843aae53c723f35cc178f1bd6c749a5e10ff,JetBrains.intellij-plugins
https://github.com/apache/nifi,ea9b0db2f620526c8dd0db595cf8b44c3ef835be,apache.nifi
https://github.com/ehcache/ehcache3,0d9707020e9683af8d5e0bcf5ccc3ca4e6f5ea65,ehcache.ehcache3
https://github.com/vipshop/Saturn,7f1e9db8e7f3e100928cf3e7ed2f3e92ff90adaf,vipshop.Saturn
https://github.com/spring-projects/spring-batch,4192bfe01ede032057867ca13aac03563371fbb1,spring-projects.spring-batch
https://github.com/hawtio/hawtio,24c23fd2f554af68dfff905031df3e2c85106b04,hawtio.hawtio
https://github.com/nextcloud/android,5d8dd742ef9bc83ecb95ec7db7fe7af4eedd49cd,nextcloud.android
https://github.com/atlassian/commonmark-java,6101e8a6cf43bcb6dde29ca3ee7be1e07e2c5ed2,atlassian.commonmark-java
https://github.com/spring-projects/spring-integration,ee501c801f51173cd0f7f7a87be6ddac8273fdb9,spring-projects.spring-integration
